pfile12,  success, 24,3.7763156,3.2363742,246,710,327558
pfile13,  success, 34,10.4059055,9.8095939,940,1840,893754
pfile14,  success, 32,89.6730288,87.9978578,2516,4523,5652500
pfile15,  success, 59,588.3173158,584.9058642,5084,12884,24271572
pfile16,  success, 44,392.3110234,388.4536216,3168,5730,14356874
pfile17,  failed - timeout, -1,1800.8271543,-1.1698414,6868,14118,47659457
pfile18,  failed - timeout, -1,1800.7958543,-1.4673946,4612,10356,43429944
pfile19,  failed - timeout, -1,1800.8471491,-2.6871744,3936,6014,31873715
pfile20,  failed - timeout, -1,1800.845871,-3.05542,3236,4619,29162396
pfile21,  failed - timeout, -1,1800.8068497,-3.7628512,2896,3714,24266736
pfile22,  failed - timeout, -1,1800.8572846,-4.8347744,2488,2746,22652252
pfile23,  failed - timeout, -1,1800.7974264,-6.5985625,2960,2397,21243288
