probBLOCKS-10-0,  success, 28, 26,5.9276238,84,37,138,0
probBLOCKS-10-1,  success, 32, 28,9.5992997,96,49,185,0
probBLOCKS-10-2,  success, 30, 26,8.671615,90,45,141,0
probBLOCKS-11-0,  success, 26, 23,8.8857339,78,41,138,0
probBLOCKS-11-1,  success, 54, 34,17.4842231,162,81,391,0
probBLOCKS-11-2,  success, 26, 21,8.3730489,78,40,128,0
probBLOCKS-12-0,  success, 28, 23,11.6695495,84,48,151,0
probBLOCKS-12-1,  success, 26, 22,7.3671991,78,37,117,0
probBLOCKS-13-0,  success, 34, 33,6.777631,102,43,209,0
probBLOCKS-13-1,  success, 40, 38,7.4004492,120,49,245,0
probBLOCKS-14-0,  success, 28, 22,10.9094,84,45,165,0
probBLOCKS-14-1,  success, 34, 28,16.1679372,102,56,243,0
probBLOCKS-15-0,  success, 102, 61,41.1954321,306,168,710,0
probBLOCKS-15-1,  success, 46, 45,9.7992614,138,59,303,0
probBLOCKS-16-1,  success, 104, 66,43.8574189,312,169,816,0
probBLOCKS-16-2,  success, 44, 41,9.9945091,132,56,246,0
probBLOCKS-17-0,  success, 116, 81,57.1545536,348,192,849,0
probBLOCKS-9-0,  success, 42, 33,20.1453782,126,77,234,0
probBLOCKS-9-1,  success, 24, 20,9.483268,72,41,99,0
probBLOCKS-9-2,  success, 20, 18,5.8459618,60,29,95,0
pfile1,  success, 10, 4,3.1041603,40,16,26,0
pfile10,  success, 32, 11,47.0584388,224,59,163,0
pfile11,  success, 63, 29,25.764874,441,109,328,0
pfile12,  success, 89, 28,48.2306641,623,146,525,0
pfile13,  success, 26, 8,11.9961481,182,48,133,0
pfile14,  success, 37, 24,21.0045877,259,58,194,0
pfile15,  success, 75, 30,41.2596674,525,114,362,0
pfile16,  success, 32, 11,55.0292054,259,85,317,0
pfile17,  success, 35, 20,97.2248681,329,93,490,0
pfile18,  success, 67, 17,145.2755507,483,132,602,0
pfile19,  success, 47, 17,28.0333373,423,80,424,0
pfile2,  success, 15, 6,4.5680214,60,25,47,0
pfile3,  success, 37, 15,12.4123379,148,63,132,0
pfile4,  success, 67, 30,23.2777282,268,109,226,0
pfile5,  success, 75, 37,20.2433112,300,116,272,0
pfile7,  success, 27, 12,12.8390158,108,48,115,0
pfile8,  success, 60, 34,29.3182684,240,87,259,0
pfile9,  success, 75, 30,19.828294,300,113,377,0
pfile1,  success, 6, 6,2.9920296,2,8,16,0
pfile10,  success, 15, 15,3.8629873,15,17,131,0
pfile11,  success, 20, 20,4.1880247,16,22,139,0
pfile12,  success, 29, 17,6.3079381,23,34,245,0
pfile13,  success, 34, 23,7.9901037,26,42,260,0
pfile14,  success, 40, 23,8.9861009,60,51,319,0
pfile15,  success, 53, 33,26.1848071,129,66,476,0
pfile16,  success, 71, 23,106.1587416,212,92,660,0
pfile17,  success, 90, 26,108.2056204,328,116,956,0
pfile18,  success, 115, 68,396.1352964,396,144,1448,0
pfile19,  success, 165, 47,444.4762735,556,212,1975,0
pfile2,  success, 13, 11,3.52103,11,16,67,0
pfile3,  success, 12, 12,3.1654288,10,14,62,0
pfile4,  success, 14, 14,1.8214224,24,15,64,0
pfile5,  success, 18, 14,3.6187017,32,23,113,0
pfile6,  success, 8, 4,4.9095566,12,12,41,0
pfile7,  success, 12, 12,4.7168596,20,15,70,0
pfile8,  success, 22, 14,8.2308045,36,33,161,0
pfile9,  success, 22, 12,5.7842668,18,29,144,0
p01,  success, 20, 12,7.2909879,27,27,133,0
p02,  success, 23, 13,6.2437583,42,29,160,0
p03,  success, 30, 14,8.0725735,36,38,206,0
p04,  success, 36, 16,6.8752247,60,45,265,0
p05,  success, 46, 25,8.4832401,60,54,309,0
p06,  success, 55, 33,9.1818385,66,64,380,0
p07,  success, 59, 25,10.5683451,96,74,453,0
p08,  success, 44, 25,7.6448836,78,53,322,0
p09,  success, 59, 27,12.7493304,75,74,466,0
p10,  success, 80, 34,12.9971724,132,97,635,0
p11,  success, 49, 38,10.8485197,48,57,516,0
p12,  success, 83, 61,13.7094713,66,95,948,0
p13,  success, 86, 39,19.0462308,81,102,926,0
p14,  success, 143, 74,26.2447138,120,161,1670,0
p15,  success, 169, 109,20.0829262,129,175,1954,0
p16,  success, 177, 100,26.7598098,138,185,1997,0
p17,  success, 117, 62,31.7133794,144,136,1364,0
p18,  success, 228, 130,46.3660057,180,242,2735,0
p19,  success, 236, 145,55.2453257,204,258,2886,0
p20,  success, 193, 99,54.5861649,168,211,2225,0
probLOGISTICS-10-0,  success, 56, 20,14.1046369,124,79,349,0
probLOGISTICS-10-1,  success, 50, 24,12.5379189,120,72,341,0
probLOGISTICS-11-0,  success, 63, 27,10.1957734,132,83,386,0
probLOGISTICS-11-1,  success, 66, 45,13.0873493,220,88,974,0
probLOGISTICS-12-0,  success, 52, 20,15.9948542,116,79,346,0
probLOGISTICS-12-1,  success, 76, 48,12.0555255,252,95,1073,0
probLOGISTICS-13-0,  success, 90, 42,24.1616368,348,127,700,0
