probLOGISTICS-8-1,  success, 54, 28,11.3388,102,77,337,0
probLOGISTICS-9-0,  success, 47, 27,10.4327554,75,68,282,0
probLOGISTICS-9-1,  success, 32, 17,5.2063523,63,42,185,0
p10,  success, 45, 25,8.5458511,69,57,362,0
p11,  success, 43, 31,10.3500877,66,54,313,0
p12,  success, 26, 11,820.5340942,438,950,4205,0
p13,  success, 70, 56,7.4832234,81,78,553,0
p14,  success, 42, 38,24.9132007,66,67,466,0
p15,  success, 56, 49,107.9489021,90,160,835,0
p16,  success, 64, 40,10.9208013,72,77,462,0
p17,  success, 84, 57,15.4087025,130,100,643,0
p18,  success, 56, 18,19.4162225,105,77,562,0
p19,  success, 105, 72,93.1799609,185,186,1287,0
p20,  success, 176, 106,364.5571224,441,431,2412,0
p21,  success, 91, 57,61.3170358,160,119,952,0
p22,  success, 111, 68,92.8721755,185,157,1298,0
p24,  success, 167, 102,117.7492672,399,232,1628,0
p25,  success, 44, 15,656.4544571,342,296,1936,0
p26,  success, 94, 59,34.5871566,279,117,639,0
p27,  success, 155, 68,39.3510835,387,181,1216,0
p28,  success, 125, 73,100.0961276,369,153,1219,0
p05-pfile5,  success, 25, 20,123.7447635,16,165,1814,0
p06-pfile6,  success, 24, 19,55.5948653,26,86,1057,0
p08-pfile8,  success, 45, 40,286.2127312,75,365,5891,0
p01,  success, 34, 23,7.9047585,34,49,128,0
p01-1,  success, 20, 14,4.5962153,20,28,68,0
p02,  success, 127, 76,24.9735211,127,172,418,0
p02-1,  success, 133, 99,28.6797765,133,180,462,0
p03,  success, 11, 8,3.4237763,11,15,33,0
p03-1,  success, 10, 8,5.6155624,10,18,39,0
p04,  success, 107, 51,75.2759176,214,173,475,0
p05,  success, 48, 45,9.3689804,96,53,156,0
p05-1,  success, 36, 22,12.7920585,72,54,142,0
p06,  success, 29, 18,10.3558675,29,44,121,0
p06-1,  success, 24, 13,10.2512809,48,38,101,0
p07,  success, 93, 65,15.2152271,93,119,310,0
p07-1,  success, 38, 26,9.2513942,76,53,131,0
p08,  success, 227, 149,49.6948635,227,291,742,0
p08-1,  success, 106, 78,29.5368718,212,130,554,0
p09,  success, 176, 104,403.7509987,352,230,575,0
p10,  success, 216, 212,304.631999,648,223,435,0
p10-1,  success, 81, 38,119.2944341,162,119,329,0
p01,  success, 10, 6,7.2705833,30,22,27,0
p02,  success, 14, 8,10.7297108,70,32,46,0
p03,  success, 16, 10,9.7932414,80,32,40,0
p04,  success, 14, 8,9.891635,70,30,43,0
p05,  success, 17, 10,12.0948884,102,37,50,0
p06,  success, 16, 10,12.061926,96,36,49,0
p07,  success, 14, 8,6.5172016,84,27,38,0
p08,  success, 14, 9,12.1544224,84,34,58,0
p09,  success, 18, 10,12.6041356,108,39,78,0
p10,  success, 14, 9,12.1337207,84,34,58,0
p11,  success, 14, 9,11.1763085,70,33,60,0
p12,  success, 19, 11,13.7900774,114,43,85,0
p13,  success, 24, 14,15.0821921,144,51,133,0
p14,  success, 23, 13,13.0493631,161,47,112,0
p15,  success, 28, 16,14.9267873,224,56,136,0
p16,  success, 27, 16,13.5581574,216,52,112,0
p17,  success, 31, 18,14.95742,279,59,130,0
p18,  success, 29, 15,20.4299135,261,65,128,0
p19,  success, 33, 15,20.9214793,297,71,135,0
p20,  success, 30, 15,16.7254878,270,63,142,0
p01,  success, 25, 21,2.6515746,125,37,99,0
p03,  success, 25, 21,3.1258058,125,37,100,0
p01,  success, 6, 4,8.0915086,36,15,26,0
p02,  success, 14, 5,11.9139778,84,32,98,0
p03,  success, 29, 16,37.3444192,174,50,407,0
p04,  success, 52, 22,32.8449487,312,94,1167,0
p05,  success, 36, 16,31.4232581,216,76,1574,0
p06,  success, 50, 26,94.0394177,300,87,2780,0
p07,  success, 57, 25,73.043193,342,119,5492,0
p08,  success, 80, 35,234.3080352,480,140,6653,0
p09,  success, 96, 46,293.5205545,576,172,10186,0
p10,  success, 103, 53,195.1269979,618,184,10609,0
p11,  success, 7, 5,106.224847,222,121,125,0
p12,  success, 13, 8,11.6337839,78,30,115,0
p13,  success, 25, 10,20.7105974,150,55,530,0
p14,  success, 27, 15,24.0198347,162,57,1251,0
p15,  success, 40, 18,32.8268363,240,82,1356,0
