MALogistics-7-16-4,  success, 97, 44, 02/11/2015 20:17:52, 02/11/2015 20:17:53,0.9067385,0.7306141,600,655
MALogistics-7-16-5,  success, 111, 53, 02/11/2015 20:17:53, 02/11/2015 20:17:56,3.2761026,2.9729009,9708,1019
MALogistics-7-16-6,  success, 156, 63, 02/11/2015 20:17:56, 02/11/2015 20:17:59,2.8873563,2.6011669,887,1368
MALogistics-7-16-7,  success, 129, 72, 02/11/2015 20:17:59, 02/11/2015 20:18:03,3.1566486,2.5738927,1410,975
MALogistics-7-16-8,  success, 148, 61, 02/11/2015 20:18:03, 02/11/2015 20:18:06,3.2555315,2.9429402,1636,869
MALogistics-7-17-4,  success, 106, 69, 02/11/2015 20:18:06, 02/11/2015 20:18:08,1.5143379,1.2489588,1072,743
MALogistics-7-17-5,  success, 115, 50, 02/11/2015 20:18:08, 02/11/2015 20:18:09,1.474538,1.1903477,899,702
MALogistics-7-17-6,  success, 70, 33, 02/11/2015 20:18:09, 02/11/2015 20:18:10,1.0221128,0.7163818,536,448
MALogistics-7-17-7,  success, 140, 63, 02/11/2015 20:18:10, 02/11/2015 20:18:15,4.4002411,3.4311549,1048,857
MALogistics-7-17-8,  success, 189, 77, 02/11/2015 20:18:15, 02/11/2015 20:18:26,11.3884441,10.3203183,10056,1327
MALogistics-7-18-4,  success, 91, 34, 02/11/2015 20:18:26, 02/11/2015 20:18:28,1.2585232,0.9910989,1820,525
MALogistics-7-18-5,  success, 93, 44, 02/11/2015 20:18:28, 02/11/2015 20:18:29,1.326762,1.0769802,821,638
MALogistics-7-18-6,  success, 73, 42, 02/11/2015 20:18:29, 02/11/2015 20:18:30,0.8867784,0.6723035,587,485
MALogistics-7-18-7,  success, 195, 83, 02/11/2015 20:18:30, 02/11/2015 20:18:36,5.5355767,5.001711,3491,1325
MALogistics-7-18-8,  success, 126, 59, 02/11/2015 20:18:36, 02/11/2015 20:18:39,3.3707146,2.9529391,2295,778
MALogistics-7-19-4,  success, 55, 26, 02/11/2015 20:18:39, 02/11/2015 20:18:40,0.3678076,0.2490371,259,304
MALogistics-7-19-5,  success, 121, 62, 02/11/2015 20:18:40, 02/11/2015 20:18:41,1.740157,1.3428929,768,696
MALogistics-7-19-6,  success, 304, 148, 02/11/2015 20:18:41, 02/11/2015 20:19:14,32.7079631,32.3537277,1091,14857
MALogistics-7-19-7,  success, 89, 40, 02/11/2015 20:19:14, 02/11/2015 20:19:16,1.7532545,1.1648031,367,418
MALogistics-7-19-8,  success, 166, 80, 02/11/2015 20:19:16, 02/11/2015 20:19:24,7.5337807,6.9315971,3345,1152
MALogistics-7-20-4,  success, 97, 52, 02/11/2015 20:19:24, 02/11/2015 20:19:25,1.3142434,0.9820249,880,685
MALogistics-7-20-5,  success, 90, 44, 02/11/2015 20:19:25, 02/11/2015 20:19:26,1.0480429,0.8278936,852,575
MALogistics-7-20-6,  success, 136, 65, 02/11/2015 20:19:26, 02/11/2015 20:19:29,2.6541953,2.1978832,635,868
MALogistics-7-20-7,  success, 119, 49, 02/11/2015 20:19:29, 02/11/2015 20:19:33,4.0354079,3.3591262,2840,764
MALogistics-7-20-8,  success, 136, 93, 02/11/2015 20:19:33, 02/11/2015 20:19:47,13.968581,12.747442,22459,768
MALogistics-7-21-4,  success, 71, 31, 02/11/2015 20:19:47, 02/11/2015 20:19:48,0.7650995,0.4919191,280,373
MALogistics-7-21-5,  success, 109, 87, 02/11/2015 20:19:48, 02/11/2015 20:19:50,1.5651936,1.29094,491,753
MALogistics-7-21-6,  success, 143, 60, 02/11/2015 20:19:50, 02/11/2015 20:19:55,4.6994962,3.931335,2813,1032
MALogistics-7-21-7,  success, 170, 88, 02/11/2015 20:19:55, 02/11/2015 20:20:02,7.6611367,6.81357,3321,1428
MALogistics-7-21-8,  success, 250, 99, 02/11/2015 20:20:03, 02/11/2015 20:20:14,11.1776979,10.0129224,2185,1745
MALogistics-7-15-4,  success, 143, 62, 02/11/2015 20:29:28, 02/11/2015 20:29:30,2.0865519,1.5231601,0,1179
MALogistics-7-15-5,  success, 121, 79, 02/11/2015 20:29:30, 02/11/2015 20:29:32,1.5463102,1.1730618,0,867
MALogistics-7-15-4,  success, 155, 65, 02/11/2015 20:31:38, 02/11/2015 20:31:40,1.7703021,1.1871574,0,869
MALogistics-10-21-11,  success, 232, 104, 02/11/2015 20:50:57, 02/11/2015 20:51:11,14.7715474,12.7520482,0,2533
MALogistics-10-21-11,  success, 232, 104, 02/11/2015 20:53:04, 02/11/2015 20:53:19,14.6144219,12.5605033,0,2533
MALogistics-10-21-11,  success, 242, 104, 03/11/2015 00:54:08, 03/11/2015 00:54:25,16.7703232,14.7377827,0,2481
MALogistics-10-21-11,  success, 245, 104, 03/11/2015 00:58:02, 03/11/2015 00:58:25,23.3720569,21.288735,4004,2951
MALogistics-10-21-12,  failed - timeout, -1, -1, 03/11/2015 00:58:26, 01/01/0001 00:00:00,-63582109106.0886,-63582109108.6023,14236,50079
MALogistics-7-17-7,  success, 244, 118, 03/11/2015 01:14:40, 03/11/2015 01:14:48,7.8900835,6.7996953,1411,1744
MALogistics-7-17-8,  success, 238, 101, 03/11/2015 01:14:48, 03/11/2015 01:14:58,9.6120611,8.6877734,1229,1750
MALogistics-7-17-9,  success, 173, 64, 03/11/2015 01:14:58, 03/11/2015 01:15:03,5.5484934,4.821956,853,1192
MALogistics-7-18-7,  success, 134, 58, 03/11/2015 01:15:03, 03/11/2015 01:15:06,2.6344529,2.2063548,700,862
MALogistics-7-18-8,  success, 171, 71, 03/11/2015 01:15:06, 03/11/2015 01:15:13,6.753768,5.7441337,1139,1365
MALogistics-7-18-9,  success, 180, 80, 03/11/2015 01:15:13, 03/11/2015 01:15:19,6.245739,5.3167396,987,1168
MALogistics-8-17-7,  success, 138, 55, 03/11/2015 01:15:19, 03/11/2015 01:15:24,4.4778739,3.8115129,528,1264
MALogistics-8-17-8,  success, 174, 69, 03/11/2015 01:15:24, 03/11/2015 01:15:30,5.4738032,4.6822533,1130,1390
MALogistics-8-17-9,  success, 268, 113, 03/11/2015 01:15:30, 03/11/2015 01:15:41,10.8077091,9.8604962,2544,2172
MALogistics-8-18-7,  success, 99, 37, 03/11/2015 01:15:41, 03/11/2015 01:15:42,1.802452,1.5522042,476,976
MALogistics-8-18-8,  success, 304, 137, 03/11/2015 01:15:43, 03/11/2015 01:16:25,42.6247779,42.0016531,1420,12624
MALogistics-8-18-9,  success, 274, 99, 03/11/2015 01:16:25, 03/11/2015 01:16:41,15.3132394,14.1053647,6738,2428
MALogistics-7-17-7,  success, 235, 91, 03/11/2015 01:17:00, 03/11/2015 01:17:06,5.9154607,4.853241,0,1723
MALogistics-7-17-8,  success, 230, 105, 03/11/2015 01:17:06, 03/11/2015 01:17:13,6.4966139,5.5850395,0,1721
MALogistics-7-17-9,  success, 192, 98, 03/11/2015 01:17:13, 03/11/2015 01:17:20,7.4060984,6.689555,0,2164
MALogistics-7-18-7,  success, 115, 58, 03/11/2015 01:17:20, 03/11/2015 01:17:22,2.0577221,1.6345359,0,806
MALogistics-7-18-8,  success, 160, 73, 03/11/2015 01:17:23, 03/11/2015 01:17:28,5.4866586,4.4966479,0,1337
MALogistics-7-18-9,  success, 178, 80, 03/11/2015 01:17:28, 03/11/2015 01:17:34,5.9461378,5.0285273,0,1377
MALogistics-8-17-7,  success, 144, 55, 03/11/2015 01:17:34, 03/11/2015 01:17:38,3.8009321,3.1464973,0,1312
MALogistics-8-17-8,  success, 183, 69, 03/11/2015 01:17:38, 03/11/2015 01:17:43,5.066902,4.2983918,0,1626
MALogistics-8-17-9,  success, 266, 131, 03/11/2015 01:17:43, 03/11/2015 01:17:53,9.1633162,8.2517088,0,2347
MALogistics-8-18-7,  success, 98, 37, 03/11/2015 01:17:53, 03/11/2015 01:17:54,1.5015301,1.2813834,0,1056
MALogistics-8-18-8,  success, 310, 162, 03/11/2015 01:17:54, 03/11/2015 01:18:29,34.3112456,33.6902141,0,13672
MALogistics-8-18-9,  success, 274, 91, 03/11/2015 01:18:29, 03/11/2015 01:18:41,12.079815,10.9030328,0,2570
MALogistics-7-17-7,  success, 241, 112, 03/11/2015 01:22:25, 03/11/2015 01:22:31,6.1662595,5.0944267,0,1555
MALogistics-7-17-8,  success, 230, 106, 03/11/2015 01:22:32, 03/11/2015 01:22:38,6.8399569,5.913348,0,1717
MALogistics-7-17-9,  success, 168, 71, 03/11/2015 01:22:39, 03/11/2015 01:22:44,4.998899,4.2604079,0,1205
MALogistics-7-18-7,  success, 133, 58, 03/11/2015 01:22:44, 03/11/2015 01:22:46,2.4859941,2.0520972,0,890
